1448485899,48.850308,2.353636,-328083986.719160F, 64
1448485899,48.850308,2.353636,-328083986.719160F, 64
1448485902,48.850345,2.353702,108.267717F, 60
1448485904,48.850365,2.353668,108.267717F, 64
1448485905,48.850385,2.353644,108.267717F, 68
1448485906,48.850403,2.353610,108.267717F, 72
1448485907,48.850421,2.353568,108.267717F, 76
1448485908,48.850442,2.353526,108.267717F, 78
1448485909,48.850459,2.353476,108.267717F, 81
1448485910,48.850477,2.353424,108.267717F, 83
1448485911,48.850497,2.353370,108.267717F, 85
1448485912,48.850515,2.353320,108.267717F, 86
1448485913,48.850525,2.353283,108.267717F, 88
1448485919,48.850549,2.353424,106.332028F, 99
1448485922,48.850537,2.353574,104.986877F, 105
1448485926,48.850513,2.353762,104.986877F, 111
1448485928,48.850497,2.353871,104.986877F, 116
1448485930,48.850486,2.353972,98.425197F, 122
1448485931,48.850492,2.354024,98.425197F, 123
1448485932,48.850507,2.354073,98.425197F, 123
1448485933,48.850524,2.354129,98.425197F, 122
1448485934,48.850540,2.354181,98.425197F, 122
1448485935,48.850549,2.354229,98.425197F, 123
1448485937,48.850533,2.354342,98.425197F, 125
1448485938,48.850518,2.354397,98.425197F, 126
1448485939,48.850496,2.354451,94.553819F, 127
1448485940,48.850469,2.354500,91.863517F, 128
1448485941,48.850442,2.354541,91.863517F, 130
1448485942,48.850419,2.354591,91.863517F, 131
1448485943,48.850398,2.354646,91.863517F, 132
1448485944,48.850376,2.354696,91.863517F, 133
1448485945,48.850356,2.354746,91.863517F, 133
1448485946,48.850335,2.354796,91.863517F, 133
1448485947,48.850321,2.354840,91.863517F, 133
1448485948,48.850311,2.354877,91.863517F, 134
1448485949,48.850292,2.354919,91.863517F, 135
1448485950,48.850270,2.354963,91.863517F, 137
1448485951,48.850253,2.355005,91.863517F, 137
1448485954,48.850191,2.355139,91.863517F, 136
1448485957,48.850155,2.355286,91.863517F, 138
1448485960,48.850143,2.355479,91.863517F, 142
1448485963,48.850109,2.355629,91.863517F, 144
1448485966,48.850071,2.355765,91.863517F, 146
1448485969,48.850022,2.355912,91.863517F, 148
1448485972,48.849977,2.356047,91.863517F, 149
1448485975,48.849944,2.356183,91.863517F, 151
1448485978,48.849902,2.356329,91.863517F, 150
1448485981,48.849862,2.356479,91.863517F, 150
1448485984,48.849819,2.356615,91.863517F, 152
1448485987,48.849766,2.356766,91.863517F, 152
