1448485897,48.850389,2.353739,106.299213F, 69
1448485898,48.850391,2.353734,105.643045F, 69
1448485899,48.850392,2.353728,106.299213F, 69
1448485900,48.850391,2.353720,106.299213F, 70
1448485901,48.850403,2.353699,104.986877F, 70
1448485902,48.850413,2.353674,104.986877F, 70
1448485903,48.850423,2.353646,104.986877F, 70
1448485904,48.850439,2.353611,104.330709F, 72
1448485905,48.850458,2.353570,104.330709F, 72
1448485906,48.850470,2.353537,104.330709F, 72
1448485907,48.850484,2.353503,104.330709F, 72
1448485909,48.850495,2.353469,104.330709F, 73
1448485910,48.850508,2.353432,103.674541F, 73
1448485911,48.850515,2.353399,103.674541F, 73
1448485912,48.850519,2.353371,103.674541F, 73
1448485913,48.850521,2.353353,103.674541F, 73
1448485914,48.850530,2.353350,104.330709F, 0
1448485915,48.850530,2.353355,103.674541F, 73
1448485916,48.850526,2.353379,103.018373F, 76
1448485917,48.850489,2.353400,103.674541F, 76
1448485918,48.850484,2.353434,103.674541F, 76
1448485919,48.850472,2.353472,103.018373F, 76
1448485920,48.850471,2.353514,103.018373F, 79
1448485921,48.850467,2.353557,103.018373F, 80
1448485922,48.850465,2.353602,103.018373F, 82
1448485923,48.850456,2.353655,102.362205F, 84
1448485924,48.850451,2.353700,102.362205F, 84
1448485925,48.850440,2.353746,102.362205F, 86
1448485926,48.850433,2.353793,101.706037F, 88
1448485927,48.850427,2.353841,101.049869F, 88
1448485928,48.850419,2.353896,100.393701F, 88
1448485929,48.850422,2.353944,99.737533F, 88
1448485930,48.850441,2.353993,99.081365F, 90
1448485931,48.850454,2.354046,98.425197F, 90
1448485932,48.850464,2.354107,97.769029F, 90
1448485933,48.850470,2.354169,97.112861F, 91
1448485934,48.850466,2.354230,96.456693F, 93
1448485935,48.850456,2.354289,95.800525F, 95
1448485936,48.850442,2.354345,95.800525F, 96
1448485937,48.850428,2.354401,95.144357F, 96
1448485938,48.850412,2.354459,94.488189F, 97
1448485939,48.850398,2.354512,94.488189F, 97
1448485940,48.850380,2.354570,93.832021F, 99
1448485941,48.850362,2.354623,93.175853F, 101
1448485942,48.850344,2.354677,92.519685F, 103
1448485943,48.850328,2.354730,91.863517F, 105
1448485944,48.850313,2.354786,91.863517F, 108
1448485945,48.850296,2.354840,91.207349F, 110
1448485946,48.850280,2.354890,90.551181F, 111
1448485947,48.850264,2.354935,89.895013F, 113
1448485948,48.850247,2.354983,89.895013F, 114
1448485949,48.850224,2.355037,89.238845F, 115
1448485950,48.850206,2.355079,89.238845F, 115
1448485951,48.850189,2.355118,88.582677F, 117
1448485952,48.850169,2.355149,88.582677F, 117
1448485953,48.850146,2.355173,87.926509F, 118
1448485954,48.850140,2.355214,87.926509F, 119
1448485955,48.850154,2.355268,87.926509F, 120
1448485956,48.850151,2.355313,87.270341F, 121
1448485957,48.850155,2.355346,86.614173F, 121
1448485958,48.850147,2.355408,86.614173F, 122
1448485959,48.850140,2.355449,85.958005F, 122
1448485960,48.850126,2.355497,85.958005F, 124
1448485961,48.850110,2.355536,85.301837F, 125
1448485962,48.850080,2.355592,84.645669F, 127
1448485963,48.850065,2.355623,83.989501F, 128
1448485964,48.850047,2.355663,83.333333F, 129
1448485965,48.850030,2.355709,82.677165F, 131
1448485966,48.850014,2.355753,82.020998F, 131
1448485967,48.849999,2.355795,81.364830F, 132
1448485968,48.849984,2.355840,80.708662F, 133
1448485969,48.849974,2.355879,80.052494F, 133
1448485970,48.849965,2.355923,79.396326F, 135
1448485971,48.849951,2.355967,78.740158F, 136
1448485972,48.849941,2.356020,77.427822F, 137
1448485973,48.849927,2.356068,77.427822F, 138
1448485974,48.849915,2.356117,77.427822F, 138
1448485975,48.849899,2.356168,76.115486F, 140
1448485976,48.849881,2.356218,75.459318F, 142
1448485977,48.849865,2.356266,75.459318F, 143
1448485978,48.849855,2.356318,76.115486F, 145
1448485979,48.849840,2.356366,75.459318F, 145
1448485980,48.849822,2.356411,75.459318F, 145
1448485981,48.849803,2.356456,75.459318F, 145
1448485982,48.849785,2.356506,74.803150F, 145
1448485983,48.849765,2.356563,74.803150F, 146
1448485984,48.849746,2.356619,74.146982F, 147
1448485985,48.849727,2.356677,74.146982F, 147
1448485986,48.849707,2.356738,74.146982F, 149
1448485987,48.849689,2.356796,74.803150F, 149
1448485988,48.849671,2.356854,74.146982F, 149
1448485989,48.849653,2.356914,74.146982F, 150
1448485990,48.849636,2.356970,73.490814F, 150
1448485991,48.849622,2.357020,73.490814F, 150
1448485992,48.849609,2.357074,72.834646F, 150
1448485993,48.849598,2.357121,72.834646F, 151
1448485994,48.849588,2.357164,72.178478F, 151
1448485995,48.849576,2.357209,72.178478F, 151
1448485996,48.849560,2.357255,71.522310F, 151
1448485997,48.849550,2.357294,70.866142F, 151
1448485998,48.849534,2.357333,70.209974F, 151
1448485999,48.849508,2.357394,69.553806F, 151
1448486000,48.849467,2.357432,67.585302F, 151
1448486001,48.849434,2.357483,66.929134F, 151
1448486002,48.849414,2.357527,65.616798F, 151
1448486003,48.849401,2.357567,64.960630F, 151
1448486004,48.849387,2.357613,64.304462F, 151
1448486005,48.849376,2.357652,63.648294F, 151
1448486006,48.849365,2.357700,63.648294F, 151
1448486007,48.849360,2.357747,62.992126F, 151
1448486008,48.849347,2.357804,62.335958F, 151
1448486009,48.849333,2.357857,62.335958F, 151
1448486010,48.849316,2.357913,61.679790F, 151
1448486011,48.849302,2.357964,61.023622F, 151
1448486012,48.849287,2.358016,61.023622F, 151
1448486013,48.849276,2.358067,59.711286F, 151
